TickerStock;TickerETF;TickerFuture;TickerIndex;TickerFundMutual;TickerCurrency
IOB.NS;;;^NQEURO8700CAD;;
MYPK11F.SA;;;^NQEURO8000LMGBPT;;
IOC.NS;;;^NQEURO8700GBPT;;
IOT.V;;;^NQEURO1000LMN;;
IONB.L;;;^NQEU3000LMCADN;;
IOF.L;;;^NQEURO8000GBPN;;
IOI.BE;;;^NQEU2700GBPN;;
1961@OM.KL;;;^NQEU8700LMGBPT;;
MYPK11.SA;;;^NQEU8700EUR;;
ISI.BE;;;^NQEU3000;;
IOB6.BO;;;^NQEUROLMGBP;;
IOLN6.BO;;;^NQEURO2700EURT;;
MYPK-DEB7AB0.SA;;;^NQEU8000;;
MYPK-DCA61L1.SA;;;^NQEU8000N;;
IOY.SG;;;^NQEU2700EURN;;
ISI.F;;;^NQEULCJPY;;
ISI.SG;;;^NQEURO5000EURT;;
IOLA.SG;;;^NQEULCAUDN;;
66N.BE;;;^NQEU8700EURN;;
IOMT;;;^NQEURO8700LMJPYN;;
IOLA.BE;;;^NQEURO2700LMJPY;;
IOM.F;;;^NQEURO2700LM;;
114810.KQ;;;^NQEULMEURN;;
IOC6.BO;;;^NQEURO2700LMGBPT;;
ISI.MU;;;^NQEUROLMCADN;;
IOLN.BO;;;^NQEURO8700LMCADN;;
IOFB;;;^NQEU8000LMAUDT;;
IOB4.BO;;;^NQEU5000JPYT;;
MYPK3F.SA;;;^NQEURO3000T;;
IOT.A;;;^NQEURO8000LMCADN;;
IOJ.F;;;^NQEURO2000LMAUD;;
R2:MYPK3S.SA;;;^NQEURO2700LMCADN;;
IOC4.BO;;;^NQEU1000LMGBPT;;
IO4.MU;;;^NQEU;;
IPAS;;;^NQEURO8000AUDT;;
IPCI;;;^NQEU2700AUD;;
IPOW;;;^NQEU5000GBPN;;
IPXHY;;;^NQEUAUD;;
IPWLO;;;^NQEURO2700LMJPYT;;
IPLB;;;^NQEU2700;;
IPL-PD;;;^NQEU8700LMAUD;;
IPXHF;;;^NQEULCGBP;;
IPWLK;;;^NQEU2700LMGBPT;;
IPD.V;;;^NQEURO5000LMN;;
IPCALAB.BO;;;^NQEURO2700GBPN;;
IP9A.SG;;;^NQEU2700CADT;;
FIPP.L;;;^NQEU5000;;
IPN.BE;;;^NQEU1000CADT;;
IPWLN;;;^NQEULCN;;
IPWLG;;;^NQEU2700CAD;;
IPW.F;;;^NQEURO3000LMGBPN;;
IPSA.L;;;^NQEURO2700LMCAD;;
42N.SI;;;^NQEU8000LMJPYT;;
571.SI;;;^NQEURO8700LMAUDN;;
OMIP.L;;;^NQEURO3000JPY;;
IPSEF;;;08KT.Z;;
IPG.DU;;;22117573.Z;;
I6A.BE;;;02UM.Z;;
IPG.F;;;S8737PP.Z;;
IPF.F;;;SX15AA.Z;;
0929-OL.HK;;;Q01Y.Z;;
MLIPY.PA;;;Q01E.Z;;
IPXFF;;;SX15AP.Z;;
1IP.MU;;;Q00T.Z;;
IPH.SW;;;Q09E.Z;;
0KA3.L;;;Q007.Z;;
IPZ.F;;;Q01S.Z;;
IP9A.BE;;;Q09D.Z;;
IPH.AX;;;22117577.Z;;
IPRINGLTD.BO;;;02UP.Z;;
IPCALABBBPH.BO;;;S24C87V.Z;;
1IP.F;;;S24C33L.Z;;
IPN.F;;;S24C57R.Z;;
IPMTW;;;S24C86P.Z;;
IPKSF;;;S24C10V.Z;;
IPCALAB-IL.NS;;;S24C60R.Z;;
IPCALAB-EQ.NS;;;S24C23GR.Z;;
IPEN.F;;;S24C90P.Z;;
IPCRF;;;S24C57GV.Z;;
IPLBD;;;S24C17DA.Z;;
IPGLF;;;S24C13GA.Z;;
IPF.SG;;;S24C60DA.Z;;
IPC.V;;;S24C80L.Z;;
IPB.A;;;S24C70V.Z;;
IPF.BE;;;S24C90R.Z;;
IPCALAB6.BO;;;S24C00DA.Z;;
41E.SI;;;S24C00CA.Z;;
IPCALAB.NS;;;S24C55V.Z;;
IPLY;;;S24C53GV.Z;;
IPG.BE;;;S24C20V.Z;;
IPSEY;;;S24C50DA.Z;;
IP4.BE;;;S24C17GR.Z;;
IP.MI;;;S24C00V.Z;;
IP9A.F;;;S24C10P.Z;;
IPE.L;;;S24C23R.Z;;
IPAPPM.NS;;;S24C37R.Z;;
IP4.MU;;;S24C27GA.Z;;
IPL.BE;;;S24C20GR.Z;;
IPOWER.BO;;;S24C33R.Z;;
I11.SI;;;S24C20GA.Z;;
IPWLP;;;S24C87R.Z;;
IPON.MX;;;S24C86GR.Z;;
IPG.SG;;;S24C90V.Z;;
IPG.MU;;;S24C70GR.Z;;
IPB.AX;;;S24C50GR.Z;;
IQEPF;;;S24C85P.Z;;
IQE.L;;;S24C80GR.Z;;
IQL.BE;;;S24C87GR.Z;;
IQINF.BO;;;S24C70GA.Z;;
IRDMB;;;S24C60CA.Z;;
IRLD;;;S24C85GV.Z;;
TATASPONGE.BO;;;S24C20GV.Z;;
PNXLF;;;S24C53GA.Z;;
PAUFF;;;S24C30V.Z;;
MRLLY;;;S24C13DA.Z;;
IRO.V;;;S24C57GA.Z;;
IRMGF;;;S24C30R.Z;;
IRL.TO;;;S24C30GV.Z;;
IRKTY;;;S24C55R.Z;;
IRE.MI;;;S24C20DA.Z;;
IRDEY;;;S24C53V.Z;;
IRDEF;;;S24C50GA.Z;;
IRC.MI;;;S24C86L.Z;;
TATASPONGE-EQ.NS;;;S24C40DA.Z;;
I8R.SG;;;S24C60GV.Z;;
JISLJALEQS4.BO;;;S24C23L.Z;;
SUNFLAG.BO;;;S24C85GA.Z;;
IRPC-R.BK;;;S24C70DA.Z;;
IRRHF;;;S24C80CA.Z;;
MMPI.SG;;;S24C20R.Z;;
57N.BE;;;S24C90CA.Z;;
6IC.F;;;S24C35GA.Z;;
42CL.L;;;S24C85L.Z;;
IRH.MU;;;S24C17CA.Z;;
I5M.SG;;;S24C86GA.Z;;
ORISSASP.BO;;;S24C30L.Z;;
IRISMEDIA.BO;;;S24C20P.Z;;
MAANF;;;S24C17P.Z;;
TZ8.MU;;;S24C40P.Z;;
IRM.AX;;;S24C37DA.Z;;
3555.TWO;;;S24C10CA.Z;;
IRAO.L;;;S24C27GV.Z;;
NVPF.BE;;;S24C60GA.Z;;
IRR.L;;;S24C00R.Z;;
TXDSF;;;S24C35L.Z;;
2035.TWO;;;S24C17L.Z;;
RSHPF;;;S24C50R.Z;;
CHPRF;;;S24C30GA.Z;;
3PJ1.F;;;S24C60V.Z;;
IRN.F;;;S24C53DA.Z;;
6IC.BE;;;S24C40V.Z;;
ENGI13.SA;;;S24C27DA.Z;;
IRH.F;;;S24C83GA.Z;;
$USIRO52.BO;;;S24C60GR.Z;;
IRV.L;;;S24C10GA.Z;;
3PJ1.BE;;;S24C87DA.Z;;
IRON.L;;;S24C37CA.Z;;
TPIG.F;;;S24C00P.Z;;
IRDDA;;;S24C40GV.Z;;
IRC.AX;;;S24C00L.Z;;
36N.F;;;S24C35CA.Z;;
4OV.BE;;;S24C10GV.Z;;
IRG.L;;;S24C87GA.Z;;
MJD1.F;;;S24C83R.Z;;
I76.BE;;;S24C23P.Z;;
IRE;;;S24C35V.Z;;
PAUFD;;;S24C87L.Z;;
IRMTF;;;S24C30CA.Z;;
PATI10F.SA;;;S24C80DA.Z;;
NIROF;;;S24C87CA.Z;;
LRNRF;;;S24C86GV.Z;;
IRN.BE;;;S24C20CA.Z;;
IRF;;;S24C33GA.Z;;
IRKT.ME;;;S24C55GA.Z;;
IRPC.BK;;;S24C70GV.Z;;
PITTSIRON.BO;;;S24C55P.Z;;
IRNRF;;;S24C37GA.Z;;
ENGI10.SA;;;S24C90GA.Z;;
JISLJALEQS.BO;;;S24C50CA.Z;;
IRMGD;;;S24C10DA.Z;;
IRB4.BO;;;S24C27P.Z;;
L9O.SG;;;S24C27GR.Z;;
KUSIS.BO;;;S24C13V.Z;;
IRLCF;;;S24C83GR.Z;;
1053-OL.HK;;;S24C57V.Z;;
TZ8.SG;;;S24C55L.Z;;
I5M.BE;;;S24C10GR.Z;;
TATASPONGE.NS;;;S24C90L.Z;;
TATASPONG.NS;;;S24C27L.Z;;
NHRIF;;;S24C83P.Z;;
IRCP.BK;;;S24C50P.Z;;
TPIG.DU;;;S24C80R.Z;;
IRLTY;;;S24C83L.Z;;
IRT.A;;;S24C70P.Z;;
IRM.MU;;;S24C00GV.Z;;
I8R.BE;;;S24C57CA.Z;;
RUNGTAIR.BO;;;S24C83GV.Z;;
IRBT.SW;;;S24C57GR.Z;;
TZ8.BE;;;S24C57P.Z;;
I76.F;;;S24C30P.Z;;
0MUN.L;;;S24C33CA.Z;;
IRRSF;;;S24C53R.Z;;
IRAO.ME;;;S24C40L.Z;;
IRCSF;;;S24C13GR.Z;;
IRPTF;;;S24C55CA.Z;;
TPIG.MU;;;S24C53P.Z;;
IRVDF;;;S24C86DA.Z;;
NVPF.F;;;S24C23V.Z;;
N8I.F;;;S24C35DA.Z;;
2CI.F;;;S24C17GA.Z;;
NFE.V;;;S24C10R.Z;;
IRAD;;;S24C85GR.Z;;
L9O.F;;;S24C40GR.Z;;
G11.F;;;S24C33P.Z;;
JISLJALEQS-EQ.NS;;;S24C57DA.Z;;
IREMF;;;S24C37L.Z;;
USIRF56.BO;;;07AQ.Z;;
IRGZ.ME;;;07AN.Z;;
IRB6.BO;;;07AL.Z;;
NVPF.MU;;;07AT.Z;;
IRC-R.BK;;;07AR.Z;;
NWLNF;;;3MFV.Z;;
4OV.F;;;S5000GV.Z;;
I5M.F;;;T9576P.Z;;
2CI.MU;;;U84.Z;;
IRCP-R.BK;;;07UE.Z;;
JISLDVREQ.NS;;;34XF.Z;;
I8R.F;;;07AY.Z;;
IRC.BK;;;SX6GR2S.Z;;
I8R.MU;;;S5000GR.Z;;
SUNFLAG.NS;;;SX7R3S.Z;;
5OIN.F;;;SX4F.Z;;
BRF.F;;;S3000GV.Z;;
TZ8.F;;;A94H.Z;;
IRD.AX;;;34XJ.Z;;
15M.F;;;SX4BP.Z;;
MOVILEX.BO;;;SX4BL.Z;;
ISAT;;;S3000GR.Z;;
ISRL;;;07A6.Z;;
ISNPY;;;SX8GR2S.Z;;
SFICP;;;U88.Z;;
ISOL;;;SX7GR2S.Z;;
ISMT;;;4BT0.Z;;
ISHC;;;3H6B.Z;;
ISD.V;;;07UD.Z;;
INIS;;;T0580V.Z;;
ISHM;;;T4577P.Z;;
ISML;;;SX86BP.Z;;
ISUZF;;;SX4GR2S.Z;;
ISTLTD.BO;;;3MF1.Z;;
ISSM;;;SX5NFL.Z;;
ISPR.MI;;;3H62.Z;;
ISPN.MX;;;SX5PGB.Z;;
ISP.MI;;;SX7GR3S.Z;;
ISMAY;;;SX6P.Z;;
ISKJ.ME;;;SX86I.Z;;
ISG.MI;;;080U.Z;;
ISDCF;;;34X2.Z;;
ISCB;;;3MFZ.Z;;
I15.SI;;;34XT.Z;;
ISH2.F;;;07AX.Z;;
SFSB.IC;;;34X4.Z;;
ISR.A;;;T4577L.Z;;
SMLISUZU.BO;;;U0A.Z;;
KPT.AX;;;34XP.Z;;
ISVJF;;;3H6L.Z;;
ISTRNETWK.BO;;;4BTZ.Z;;
ISU.F;;;SX6H.Z;;
ISSG.OL;;;SX86H.Z;;
ITW.AX;;;07A3.Z;;
ISH2.HM;;;3H6C.Z;;
ISTMF;;;3H69.Z;;
ISRVF;;;07A1.Z;;
0ESX.L;;;TE1P.Z;;
RU000A0JTXM2.ME;;;22117567.Z;;
M83.F;;;Q3Z.Z;;
ISFT-BE.NS;;;U83.Z;;
ISHCO;;;SX7BP.Z;;
TCYMY;;;34XW.Z;;
ISVJY;;;SX4P.Z;;
SMAL11F.SA;;;SX5PCA.Z;;
ISU.AX;;;T8600I.Z;;
ISMTLTD.NS;;;3H6Q.Z;;
RU000A0JVPL6.ME;;;SX7R3DL.Z;;
SATHAISPA.NS;;;4BTH.Z;;
ISHMS.BO;;;3H66.Z;;
5WF.SI;;;Q46.Z;;
ISH.AX;;;3H6X.Z;;
IS6A.F;;;Q74.Z;;
ISH2.SG;;;Q5S.Z;;
UTIP11F.SA;;;3H6K.Z;;
R2:ECOO11S.SA;;;S3DJP.Z;;
RIIC.L;;;SX3F.Z;;
ISH2.DU;;;07UC.Z;;
ISL.L;;;0810.Z;;
ISMAF;;;Q5A.Z;;
R2:UTIP11S.SA;;;SX5NFV.Z;;
ISHWATR.BO;;;Q30.Z;;
ISPATPROF.BO;;;T0580L.Z;;
IS7.F;;;0811.Z;;
ISH2.BE;;;Q24.Z;;
SMAL.SA;;;3H6F.Z;;
ISPLIND.BO;;;Q5H.Z;;
3366.L;;;SX7F.Z;;
ISP.MDD;;;Q7Z.Z;;
ISGN;;;SX7NR3L.Z;;
M83.BE;;;SX5NBP.Z;;
ISH2.MU;;;07UB.Z;;
ISFT.NS;;;SX7H.Z;;
UTIP.SA;;;SX30EP.Z;;
ISLCONSUL.BO;;;Q3S.Z;;
ISGECBBPH.BO;;;34XK.Z;;
ISP.SW;;;SX3H.Z;;
N9A.F;;;Q3W.Z;;
PAQ3.MU;;;34X7.Z;;
ISR.BE;;;TE1L.Z;;
SNGHLSW-B.BO;;;U0E.Z;;
ISR.F;;;SX86V.Z;;
$THISP42.BO;;;02UJ.Z;;
ISHRF;;;22117561.Z;;
ISX.AX;;;S8737GP.Z;;
TWIRF;;;STXGIOP.Z;;
MONNETISPA6.BO;;;22117564.Z;;
4HP.DU;;;SX21HL.Z;;
$THAPA41.BO;;;Q3J.Z;;
ISR.SG;;;Q3N.Z;;
ISHBF;;;T8600M.Z;;
ISHI;;;Q1D.Z;;
ISALF;;;Q3Q.Z;;
IWB.SG;;;02UN.Z;;
ISDJF;;;SX75SL.Z;;
SATHAISPAT-EQ.NS;;;SX75SP.Z;;
910322.TW;;;SX9U90GV.Z;;
ISU.SG;;;22117583.Z;;
ISYRF;;;SX9U23R.Z;;
ISDR.A;;;SX9U10R.Z;;
RATHISPA.BO;;;SX9U30V.Z;;
ISEXF;;;SX9U27R.Z;;
SMLISUZU.NS;;;SX9U90P.Z;;
MONNETISP.NS;;;SX9U86GV.Z;;
ISU.BE;;;SX9U70V.Z;;
SATHAISPAT.BO;;;SX9U17V.Z;;
SATHAISPAT.NS;;;SX9U55GR.Z;;
IS7.MU;;;SX9U33GR.Z;;
ISL.A;;;SX9U70L.Z;;
I19.SI;;;SX18GP.Z;;
ISRG.SW;;;SX9U53L.Z;;
ISGND;;;SX9U55GV.Z;;
IS7.DU;;;SX9U80V.Z;;
SHRDAIS.BO;;;SX9U90GR.Z;;
ISPR.MDD;;;SX9U13L.Z;;
ISSHF;;;SX9U23GV.Z;;
ISR.DU;;;SX9U60V.Z;;
OLZ.F;;;SX9U80GR.Z;;
SMAL11.SA;;;SX9U13GR.Z;;
ISHCP;;;SX9U50V.Z;;
ISMTLTD-EQ.NS;;;SX9U10L.Z;;
ADITYA.BO;;;SX9U60L.Z;;
RIII.L;;;SX9U70GR.Z;;
ISAF.EX;;;SX9U33P.Z;;
IS7.HM;;;SX9U37GV.Z;;
ISLV;;;SX9U85GR.Z;;
IWB.F;;;SX9U35L.Z;;
ISFL.BO;;;SX9U50GV.Z;;
ISFT.BO;;;SX9U37V.Z;;
ISMTLTD.BO;;;SX9U23V.Z;;
LORDSHOTL.BO;;;SX9U35R.Z;;
ISGS.MI;;;SX9U13V.Z;;
40T.SI;;;SX9U00L.Z;;
IS7.SG;;;SX9U40R.Z;;
$THAPA42.BO;;;SX9U57V.Z;;
USHAISPAT.BO;;;SX9U50GR.Z;;
ISPTF;;;SX9U55R.Z;;
UTPYA.IS;;;SX9U57P.Z;;
ISTC;;;SX9U90R.Z;;
IWB.MU;;;SX90UL.Z;;
SOUISPAT.NS;;;SX9U87L.Z;;
R2:SMAL11S.SA;;;SX9U17L.Z;;
TIBD.IL;;;SX9U35P.Z;;
USISP55.BO;;;SX9U35GR.Z;;
KISLF;;;SX9U53GR.Z;;
THPRISP-B.BO;;;SX9U53V.Z;;
ITI;;;SX9U90V.Z;;
ITRO;;;SX9U10V.Z;;
ITCB;;;SX9U55P.Z;;
SRN.MI;;;SX9U17P.Z;;
1913.HK;;;SX9U27GV.Z;;
STEF.MI;;;SX9U30R.Z;;
SRG.MI;;;SX9U55L.Z;;
SO.MI;;;SX9U85V.Z;;
SITS;;;SX9U20P.Z;;
PR.MI;;;SX9U87GV.Z;;
PLLRF;;;SX9U40GV.Z;;
PINF.MI;;;SX9U40L.Z;;
PIA.MI;;;SX9U55V.Z;;
ITOCY;;;SX9U30GR.Z;;
ITMPF;;;SX9U60GV.Z;;
ITDN;;;SX9U20V.Z;;
ITCFY;;;SX9U23P.Z;;
ITALY;;;SX9U35V.Z;;
ITA.DE;;;SX9U50R.Z;;
IT.MI;;;SX9U53R.Z;;
COF.MI;;;SX9U00GR.Z;;
TME.MI;;;SX9U70GV.Z;;
TXT.MI;;;SX9U83GR.Z;;
TRN.MI;;;SX9U00V.Z;;
TQIR.DE;;;SX9U57L.Z;;
TQIF.EX;;;SX9U87R.Z;;
TIT.MI;;;SX9U87P.Z;;
TIS.MI;;;SX9U85R.Z;;
TIQ1.BE;;;SX9U17GV.Z;;
TIP.MI;;;SX9U40P.Z;;
TIAJF;;;SX9U17GR.Z;;
SSL.MI;;;SX9U27L.Z;;
SPMR.MI;;;SX9U70R.Z;;
SPM.MI;;;SX9U86P.Z;;
SPE.SG;;;SX9U57GR.Z;;
SNM.MU;;;SX9U53GV.Z;;
SES.MI;;;3RDE.L;;
SAVE.MI;;;3RGB.FGI;;
SAB.MI;;;3RNL.FGI;;
S7A.F;;;3RSE.L;;
RN.MI;;;E3X1730.L;;
PIL3.DE;;;3RDE.FGI;;
PRP.F;;;3RBE.FGI;;
PRL.MI;;;3RNO.L;;
PNF.F;;;3RBE.L;;
PGC.BE;;;3RDK.FGI;;
P4I.MU;;;3RSE.FGI;;
P4I.DE;;;3RIE.L;;
P1I.F;;;3RNL.L;;
MS.MI;;;3EC1730.FGI;;
MOV.SG;;;3RAT.FGI;;
MON.MI;;;3EC1730.L;;
MLM.MI;;;3RFI.L;;
ME9.MU;;;3RAT.L;;
MDIEF;;;3RGR.L;;
MCH.MI;;;E3X1730.FGI;;
MED.MI;;;3RPT.FGI;;
ITVPY;;;3RES.FGI;;
ITTOF;;;3RGR.FGI;;
ITNF;;;3RFI.FGI;;
ITMSF;;;M0X5000.L;;
ITMMF;;;M0X3720.FGI;;
ITM.MI;;;M0X1730.FGI;;
ITI.BO;;;M0X9000.L;;
ITEX;;;M0X8530.FGI;;
ITC.NS;;;M0X5000.FGI;;
ITC.BO;;;M0X9530.FGI;;
ITAYY;;;M0X2350.FGI;;
IND.MI;;;M0X8000.L;;
INC.MI;;;M0X2000.FGI;;
COV.MI;;;M0X7000.FGI;;
4HW.MU;;;M0X8670.FGI;;
3OY1.F;;;M0X3780.FGI;;
37B.SG;;;M0X3760.FGI;;
IT6.F;;;M0X9000.FGI;;
0QRG.L;;;M0X8670.L;;
8NI.BE;;;M0X1350.FGI;;
ITM.L;;;M0X6000.FGI;;
ITTA.MU;;;M0X1750.L;;
PIE1.BE;;;M0X0530.L;;
S5U5.SG;;;M0X5370.L;;
MOV.DU;;;M0X8350.FGI;;
226320.KS;;;M0X8000.FGI;;
ENL.F;;;M0X2770.FGI;;
NP5.F;;;M0X7570.L;;
TQIR.F;;;M0X2720.FGI;;
SPE.MU;;;M0X4000.L;;
7PI.MU;;;M0X3780.L;;
DELHF;;;M0X3000.L;;
URH.F;;;M0X2720.L;;
MDS.F;;;M0X7530.FGI;;
LUXA.DU;;;M0X6570.FGI;;
ITTA.BE;;;M0X4570.FGI;;
0QD4.L;;;M0X1770.FGI;;
0NVE.L;;;M0X8350.L;;
TIT.SW;;;M0X7570.FGI;;
I7N.F;;;M0X1000.L;;
0MU6.L;;;M0X7530.L;;
SPE.F;;;M0X7000.L;;
8IG.BE;;;M0X1750.FGI;;
TQI.DU;;;M0X3530.L;;
LIT.MI;;;M0X3530.FGI;;
ENI.F;;;M0X6000.L;;
PLTE.MI;;;M0X2790.FGI;;
TODF.EX;;;M0X8770.L;;
NWPHF;;;M0X3000.FGI;;
RAT.MI;;;M0X5370.FGI;;
UNI.MDD;;;M0X8530.L;;
MOV.BE;;;M0X3760.L;;
MDS.MU;;;^NQEMEU8000;;
PNF.SG;;;^NQEMEU5000LMCADT;;
ITD-R.BK;;;^NQEMEU5000LMAUDN;;
ITYA.BE;;;^NQEMEU8000T;;
MPI3.F;;;^NQEMEUT;;
S5U5.MU;;;^NQEMEU3000GBP;;
PIL3.MU;;;^NQDMEU2700CADN;;
S7A.MU;;;^NQEMEU8000GBP;;
REJ.F;;;^NQDMEU5000CADT;;
PIE1.F;;;^NQEMEU2700JPYN;;
MEC.MI;;;^NQEMEULCEUR;;
0LLP.L;;;^NQEMEU8700GBPT;;
SNM.BE;;;^NQDMEU5000LMCADN;;
SPA2.MI;;;^NQEMEU8000LMJPYT;;
ITA.BE;;;3LHD.Z;;
PA6.F;;;3LHE.Z;;
PGA2.F;;;3EC.FGI;;
PILIND.BO;;;3EC.L;;
ITMR.MI;;;27040324.Z;;
SPE.DU;;;3EC3570.L;;
3OY1.SG;;;3EC3740.L;;
ITH.SG;;;3EC2710.L;;
PILIND-EQ.NS;;;3EC3000.FGI;;
SII.MI;;;3EC3760.L;;
TQI.F;;;E3X7570.FGI;;
USRB.MI;;;3EC6000.FGI;;
ITMC;;;E3X2350.L;;
0R8Y.L;;;3EC2720.FGI;;
TIT.MDD;;;E3X0530.FGI;;
PIL2.F;;;3EC4000.FGI;;
MJE.F;;;3EC3350.L;;
TODGF;;;3EC0530.L;;
LUXA.MU;;;E3X6570.FGI;;
ITSPF;;;3EC9530.FGI;;
ITVG.EX;;;E3X1000.L;;
0NIG.L;;;3EC5000.FGI;;
NWRN.SW;;;3EC0001.FGI;;
NYVF.F;;;E3X2000.FGI;;
CAD.MI;;;E3X5000.FGI;;
ENG.MI;;;E8700.FGI;;
SPM.SW;;;3EC3760.FGI;;
SOAR.BE;;;E3X3000.FGI;;
TQIR.SG;;;3EC0570.FGI;;
NOE.MI;;;E3X8570.FGI;;
0GA3.L;;;3EC1350.FGI;;
0NQP.L;;;3EC8350.FGI;;
TOB.BE;;;3EC2790.L;;
MTV.MI;;;3EC9530.L;;
MIT.MI;;;3EC5750.L;;
ITMTD;;;E3X5330.L;;
4HW.BE;;;3EC1000.FGI;;
RMD.BE;;;3EC8000.FGI;;
SITI.MI;;;3EC0530.FGI;;
TQI.HM;;;3EC5550.L;;
RER1.BE;;;3EC2350.L;;
ITUSD;;;E3X8630.L;;
SOAN.MU;;;3EC9000.L;;
DEA.MI;;;E3X4530.FGI;;
SRS.MDD;;;E3X2000.L;;
ITD.BK;;;3EC4530.FGI;;
MOK.SG;;;3EC0001.L;;
MUN.F;;;E3X9000.L;;
PILITA-EQ.NS;;;3EC4000.L;;
TQI.HA;;;E8700.L;;
MOK.BE;;;3EC4530.L;;
UCG.SW;;;E3X4530.L;;
MDS.DE;;;E3X5750.L;;
PIL3.F;;;3EC2730.L;;
0O2D.L;;;3EC0570.L;;
3IT.BE;;;3EC1750.FGI;;
0NJP.L;;;E3X2720.L;;
ITFY;;;3EC6000.L;;
MBY.MI;;;3EC7530.L;;
TIT.AS;;;E3X.FGI;;
ITU.F;;;E3X3760.FGI;;
3IT.SG;;;3EC2790.FGI;;
MED.MDD;;;3EC3570.FGI;;
0RD2.L;;;E3X8570.L;;
MLSNT.NX;;;3EC3530.L;;
M6Z.MU;;;3EC8000.L;;
NROPA.MI;;;E3X2710.L;;
S5U5.BE;;;3EC2710.FGI;;
UCGN.MX;;;3EC5370.FGI;;
0NV1.L;;;3EC5330.L;;
MJE.SG;;;3EC2770.L;;
PILH.EX;;;3EC9570.L;;
TOB.F;;;E3X0530.L;;
3S0.F;;;3EC7000.L;;
S9L.BE;;;E3X1000.FGI;;
ITABF;;;3EC3000.L;;
UIPN.DU;;;3EC4570.FGI;;
SPA.MI;;;3EC9570.FGI;;
0OV1.F;;;3EC9000.FGI;;
124500.KQ;;;3EC3720.L;;
0NWY.L;;;3EC7530.FGI;;
4LZ.F;;;3EC2730.FGI;;
ITA.DU;;;3EC6570.L;;
IT.BK;;;3EC8350.L;;
STNA.DU;;;E3X5330.FGI;;
0H6I.L;;;E3X8630.FGI;;
MGG.SG;;;E3X8530.FGI;;
0QEP.L;;;3EC7000.FGI;;
0EWD.L;;;3EC5550.FGI;;
TIQ1.F;;;3EC2000.L;;
AUL.MU;;;3EC3720.FGI;;
7PI.F;;;3EC6530.L;;
PRI.MI;;;3EC2720.L;;
CALT.MI;;;3EC8570.FGI;;
0372-OL.HK;;;3EC6570.FGI;;
ITC4.BO;;;E3X7570.L;;
ITUBN.MX;;;E3X3720.FGI;;
ITCLF;;;3EC6530.FGI;;
TIQ1.DU;;;3EC1750.L;;
TISN.NX;;;^W9DOW;;
0NV4.L;;;^NQG3000LMAUDT;;
STNA.MU;;;^NQG1000LMGBPT;;
PITE.MI;;;^NQG1000GBP;;
P1I.SG;;;^NQUSS3000AUD;;
M6Z.BE;;;^NQUSS2700JPYT;;
RER1.SG;;;^NQUSM3000JPYT;;
MDS.BE;;;^NQUSB2700LMCADN;;
PQ.MI;;;^NQUSS3000GBPN;;
PRP.SG;;;^NQUSS2700T;;
AUTME.MI;;;DE39.DE;;
8SA.BE;;;0J9V.DE;;
MS.MDD;;;7FG8.DE;;
MON.EX;;;7D42.DE;;
8092-OL.HK;;;D9X8.DE;;
0NUX.L;;;421X.DE;;
ITI.A;;;275J.DE;;
0OLX.L;;;275A.DE;;
ITPC;;;27422325.DE;;
JUVE.BE;;;D4YK.DE;;
UIPN.F;;;4Q7R.DE;;
0J03.L;;;4QDN.DE;;
0NFP.L;;;4QDL.DE;;
0DHJ.L;;;4Q5V.DE;;
37B.F;;;D9X6.DE;;
RER1.F;;;0J95.DE;;
0HBC.L;;;D9X4.DE;;
LUXA.BE;;;5DBJ.DE;;
4RW.BE;;;3XJ0.DE;;
ROS.MI;;;539V.DE;;
PIE1.MU;;;D8TQ.DE;;
ITMZF;;;3BNW.DE;;
0R5R.L;;;4MVJ.DE;;
ITEC3F.SA;;;5393.DE;;
ITSW;;;4MW5.DE;;
ITWR;;;7DT8.DE;;
0O2B.L;;;4MTL.DE;;
TBM.MI;;;0JGQ.DE;;
0G9J.L;;;4MXU.DE;;
TIT.NX;;;4MUD.DE;;
UNIP.MI;;;4Q9M.DE;;
4RW.F;;;4MV2.DE;;
TAQ.F;;;5EU1.DE;;
0QEJ.L;;;DE3Q.DE;;
AUL.DU;;;3BQT.DE;;
ITN.MU;;;4Q9K.DE;;
ME9.DU;;;4Q5Y.DE;;
ITM.V;;;4MXA.DE;;
0NQB.L;;;3BNB.DE;;
ITHDF;;;4MUQ.DE;;
P4I.SG;;;3BNN.DE;;
0Q6M.L;;;4MVT.DE;;
NYVF.MU;;;4MXV.DE;;
SFL.MI;;;5EUE.DE;;
0Q54.L;;;4MW6.DE;;
MAIL.MI;;;5391.DE;;
ITU.MU;;;4MXD.DE;;
TBS.MI;;;3BL9.DE;;
ITN.DU;;;3BMA.DE;;
PILIND.NS;;;4MUY.DE;;
PRP.BE;;;4Q85.DE;;
ITGRW;;;4MV1.DE;;
TXE.MU;;;D8TV.DE;;
ENI.DE;;;4MU0.DE;;
SPM.MDD;;;3BM8.DE;;
0KBS.L;;;0J1C.DE;;
ENI.HM;;;12684269.DE;;
IT-R.BK;;;4Q51.DE;;
A2A.MDD;;;5DBY.DE;;
SNA.MI;;;4MYD.DE;;
0FNI.L;;;4MVI.DE;;
MTH.MI;;;539B.DE;;
I7N.SG;;;3BNQ.DE;;
BRC.SG;;;4Q9N.DE;;
